Vulnerability Category,Source Path,Source File,Vulnerable Line,Full Path,Path_Line,Common Function,Remediation Date,Assigned Team,Assigned Developer
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Aprs/,eb8_rpt_allmonth_24mth.asp,120,agia_code/aia/Aprs/eb8_rpt_allmonth_24mth.asp,agia_code/aia/Aprs/eb8_rpt_allmonth_24mth.asp:120,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Aprs/,eb8_rpt_allmonth_24mth.asp,128,agia_code/aia/Aprs/eb8_rpt_allmonth_24mth.asp,agia_code/aia/Aprs/eb8_rpt_allmonth_24mth.asp:128,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Aprs/,eb8_rpt_allmonth_24mth.asp,128,agia_code/aia/Aprs/eb8_rpt_allmonth_24mth.asp,agia_code/aia/Aprs/eb8_rpt_allmonth_24mth.asp:128,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Aprs/,eb8_rpt_allmonth_24mth.asp,200,agia_code/aia/Aprs/eb8_rpt_allmonth_24mth.asp,agia_code/aia/Aprs/eb8_rpt_allmonth_24mth.asp:200,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Aprs/,eb8_rpt_allmonth_24mth.asp,200,agia_code/aia/Aprs/eb8_rpt_allmonth_24mth.asp,agia_code/aia/Aprs/eb8_rpt_allmonth_24mth.asp:200,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Aprs/,eb8_rpt_allmonth_24mth.asp,247,agia_code/aia/Aprs/eb8_rpt_allmonth_24mth.asp,agia_code/aia/Aprs/eb8_rpt_allmonth_24mth.asp:247,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Aprs/,eb8_rpt_allmonth_24mth.asp,247,agia_code/aia/Aprs/eb8_rpt_allmonth_24mth.asp,agia_code/aia/Aprs/eb8_rpt_allmonth_24mth.asp:247,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Aprs/,fund_price_update.asp,156,agia_code/aia/Aprs/fund_price_update.asp,agia_code/aia/Aprs/fund_price_update.asp:156,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Aprs/,fund_price_update.asp,156,agia_code/aia/Aprs/fund_price_update.asp,agia_code/aia/Aprs/fund_price_update.asp:156,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Aprs/,fund_price_update.asp,156,agia_code/aia/Aprs/fund_price_update.asp,agia_code/aia/Aprs/fund_price_update.asp:156,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Aprs/,fund_price_update.asp,159,agia_code/aia/Aprs/fund_price_update.asp,agia_code/aia/Aprs/fund_price_update.asp:159,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Aprs/,fund_price_update.asp,159,agia_code/aia/Aprs/fund_price_update.asp,agia_code/aia/Aprs/fund_price_update.asp:159,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Aprs/,pooling_cases_count.asp,101,agia_code/aia/Aprs/pooling_cases_count.asp,agia_code/aia/Aprs/pooling_cases_count.asp:101,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Aprs/,pooling_cases_count.asp,102,agia_code/aia/Aprs/pooling_cases_count.asp,agia_code/aia/Aprs/pooling_cases_count.asp:102,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Aprs/,pooling_cases_count.asp,117,agia_code/aia/Aprs/pooling_cases_count.asp,agia_code/aia/Aprs/pooling_cases_count.asp:117,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Aprs/,pooling_cases_count.asp,117,agia_code/aia/Aprs/pooling_cases_count.asp,agia_code/aia/Aprs/pooling_cases_count.asp:117,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Aprs/,pooling_cases_count.asp,122,agia_code/aia/Aprs/pooling_cases_count.asp,agia_code/aia/Aprs/pooling_cases_count.asp:122,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Aprs/,pooling_cases_count.asp,122,agia_code/aia/Aprs/pooling_cases_count.asp,agia_code/aia/Aprs/pooling_cases_count.asp:122,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Aprs/,pooling_cases_count.asp,127,agia_code/aia/Aprs/pooling_cases_count.asp,agia_code/aia/Aprs/pooling_cases_count.asp:127,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Aprs/,pooling_cases_count.asp,127,agia_code/aia/Aprs/pooling_cases_count.asp,agia_code/aia/Aprs/pooling_cases_count.asp:127,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Aprs/,pooling_multiAgent.asp,134,agia_code/aia/Aprs/pooling_multiAgent.asp,agia_code/aia/Aprs/pooling_multiAgent.asp:134,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Aprs/,pooling_multiAgent.asp,136,agia_code/aia/Aprs/pooling_multiAgent.asp,agia_code/aia/Aprs/pooling_multiAgent.asp:136,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Aprs/,pooling_multiAgent.asp,137,agia_code/aia/Aprs/pooling_multiAgent.asp,agia_code/aia/Aprs/pooling_multiAgent.asp:137,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Aprs/,pooling_multiAgent.asp,138,agia_code/aia/Aprs/pooling_multiAgent.asp,agia_code/aia/Aprs/pooling_multiAgent.asp:138,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Aprs/,pooling_multiAgent.asp,139,agia_code/aia/Aprs/pooling_multiAgent.asp,agia_code/aia/Aprs/pooling_multiAgent.asp:139,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Aprs/,pooling_multiAgent.asp,139,agia_code/aia/Aprs/pooling_multiAgent.asp,agia_code/aia/Aprs/pooling_multiAgent.asp:139,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Aprs/,pooling_multiAgent.asp,140,agia_code/aia/Aprs/pooling_multiAgent.asp,agia_code/aia/Aprs/pooling_multiAgent.asp:140,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Aprs/,pooling_multiAgent.asp,141,agia_code/aia/Aprs/pooling_multiAgent.asp,agia_code/aia/Aprs/pooling_multiAgent.asp:141,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Aprs/,pooling_multiAgent.asp,142,agia_code/aia/Aprs/pooling_multiAgent.asp,agia_code/aia/Aprs/pooling_multiAgent.asp:142,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Aprs/,pooling_multiAgent.asp,142,agia_code/aia/Aprs/pooling_multiAgent.asp,agia_code/aia/Aprs/pooling_multiAgent.asp:142,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Aprs/,pooling_multiAgent.asp,163,agia_code/aia/Aprs/pooling_multiAgent.asp,agia_code/aia/Aprs/pooling_multiAgent.asp:163,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Aprs/,pooling_multiAgent.asp,165,agia_code/aia/Aprs/pooling_multiAgent.asp,agia_code/aia/Aprs/pooling_multiAgent.asp:165,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Aprs/,pooling_multiAgent.asp,165,agia_code/aia/Aprs/pooling_multiAgent.asp,agia_code/aia/Aprs/pooling_multiAgent.asp:165,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Aprs/,pooling_multiAgent.asp,47,agia_code/aia/Aprs/pooling_multiAgent.asp,agia_code/aia/Aprs/pooling_multiAgent.asp:47,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Aprs/,pooling_multiAgent_sync.asp,155,agia_code/aia/Aprs/pooling_multiAgent_sync.asp,agia_code/aia/Aprs/pooling_multiAgent_sync.asp:155,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Aprs/,pooling_multiAgent_sync.asp,157,agia_code/aia/Aprs/pooling_multiAgent_sync.asp,agia_code/aia/Aprs/pooling_multiAgent_sync.asp:157,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Aprs/,pooling_multiAgent_sync.asp,158,agia_code/aia/Aprs/pooling_multiAgent_sync.asp,agia_code/aia/Aprs/pooling_multiAgent_sync.asp:158,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Aprs/,pooling_multiAgent_sync.asp,159,agia_code/aia/Aprs/pooling_multiAgent_sync.asp,agia_code/aia/Aprs/pooling_multiAgent_sync.asp:159,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Aprs/,pooling_multiAgent_sync.asp,160,agia_code/aia/Aprs/pooling_multiAgent_sync.asp,agia_code/aia/Aprs/pooling_multiAgent_sync.asp:160,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Aprs/,pooling_multiAgent_sync.asp,160,agia_code/aia/Aprs/pooling_multiAgent_sync.asp,agia_code/aia/Aprs/pooling_multiAgent_sync.asp:160,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Aprs/,pooling_multiAgent_sync.asp,161,agia_code/aia/Aprs/pooling_multiAgent_sync.asp,agia_code/aia/Aprs/pooling_multiAgent_sync.asp:161,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Aprs/,pooling_multiAgent_sync.asp,162,agia_code/aia/Aprs/pooling_multiAgent_sync.asp,agia_code/aia/Aprs/pooling_multiAgent_sync.asp:162,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Aprs/,pooling_multiAgent_sync.asp,163,agia_code/aia/Aprs/pooling_multiAgent_sync.asp,agia_code/aia/Aprs/pooling_multiAgent_sync.asp:163,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Aprs/,pooling_multiAgent_sync.asp,163,agia_code/aia/Aprs/pooling_multiAgent_sync.asp,agia_code/aia/Aprs/pooling_multiAgent_sync.asp:163,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Aprs/,pooling_multiAgent_sync.asp,184,agia_code/aia/Aprs/pooling_multiAgent_sync.asp,agia_code/aia/Aprs/pooling_multiAgent_sync.asp:184,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Aprs/,pooling_multiAgent_sync.asp,186,agia_code/aia/Aprs/pooling_multiAgent_sync.asp,agia_code/aia/Aprs/pooling_multiAgent_sync.asp:186,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Aprs/,pooling_multiAgent_sync.asp,186,agia_code/aia/Aprs/pooling_multiAgent_sync.asp,agia_code/aia/Aprs/pooling_multiAgent_sync.asp:186,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Aprs/,pooling_multiAgent_sync.asp,66,agia_code/aia/Aprs/pooling_multiAgent_sync.asp,agia_code/aia/Aprs/pooling_multiAgent_sync.asp:66,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Aprs/,rpilp_agency.asp,124,agia_code/aia/Aprs/rpilp_agency.asp,agia_code/aia/Aprs/rpilp_agency.asp:124,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Aprs/,rpilp_agency.asp,141,agia_code/aia/Aprs/rpilp_agency.asp,agia_code/aia/Aprs/rpilp_agency.asp:141,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Aprs/,rpilp_agency.asp,141,agia_code/aia/Aprs/rpilp_agency.asp,agia_code/aia/Aprs/rpilp_agency.asp:141,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Aprs/,rpilp_agency.asp,141,agia_code/aia/Aprs/rpilp_agency.asp,agia_code/aia/Aprs/rpilp_agency.asp:141,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Aprs/,rpilp_agency.asp,192,agia_code/aia/Aprs/rpilp_agency.asp,agia_code/aia/Aprs/rpilp_agency.asp:192,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Aprs/,rpilp_agency.asp,193,agia_code/aia/Aprs/rpilp_agency.asp,agia_code/aia/Aprs/rpilp_agency.asp:193,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Aprs/,rpilp_agency.asp,194,agia_code/aia/Aprs/rpilp_agency.asp,agia_code/aia/Aprs/rpilp_agency.asp:194,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Aprs/,rpilp_agency.asp,195,agia_code/aia/Aprs/rpilp_agency.asp,agia_code/aia/Aprs/rpilp_agency.asp:195,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Aprs/,rpilp_agency.asp,195,agia_code/aia/Aprs/rpilp_agency.asp,agia_code/aia/Aprs/rpilp_agency.asp:195,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Aprs/,rpilp_agency.asp,196,agia_code/aia/Aprs/rpilp_agency.asp,agia_code/aia/Aprs/rpilp_agency.asp:196,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Aprs/,rpilp_agency.asp,196,agia_code/aia/Aprs/rpilp_agency.asp,agia_code/aia/Aprs/rpilp_agency.asp:196,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Aprs/,rpilp_agency.asp,213,agia_code/aia/Aprs/rpilp_agency.asp,agia_code/aia/Aprs/rpilp_agency.asp:213,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Aprs/,rpilp_agency.asp,213,agia_code/aia/Aprs/rpilp_agency.asp,agia_code/aia/Aprs/rpilp_agency.asp:213,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Aprs/,rpilp_agency.asp,214,agia_code/aia/Aprs/rpilp_agency.asp,agia_code/aia/Aprs/rpilp_agency.asp:214,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Aprs/,rpilp_agency.asp,214,agia_code/aia/Aprs/rpilp_agency.asp,agia_code/aia/Aprs/rpilp_agency.asp:214,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Aprs/,rpilp_agent.asp,128,agia_code/aia/Aprs/rpilp_agent.asp,agia_code/aia/Aprs/rpilp_agent.asp:128,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Aprs/,rpilp_agent.asp,147,agia_code/aia/Aprs/rpilp_agent.asp,agia_code/aia/Aprs/rpilp_agent.asp:147,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Aprs/,rpilp_agent.asp,147,agia_code/aia/Aprs/rpilp_agent.asp,agia_code/aia/Aprs/rpilp_agent.asp:147,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Aprs/,rpilp_agent.asp,147,agia_code/aia/Aprs/rpilp_agent.asp,agia_code/aia/Aprs/rpilp_agent.asp:147,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Aprs/,rpilp_agent.asp,199,agia_code/aia/Aprs/rpilp_agent.asp,agia_code/aia/Aprs/rpilp_agent.asp:199,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Aprs/,rpilp_agent.asp,200,agia_code/aia/Aprs/rpilp_agent.asp,agia_code/aia/Aprs/rpilp_agent.asp:200,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Aprs/,rpilp_agent.asp,201,agia_code/aia/Aprs/rpilp_agent.asp,agia_code/aia/Aprs/rpilp_agent.asp:201,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Aprs/,rpilp_agent.asp,201,agia_code/aia/Aprs/rpilp_agent.asp,agia_code/aia/Aprs/rpilp_agent.asp:201,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Aprs/,rpilp_agent.asp,202,agia_code/aia/Aprs/rpilp_agent.asp,agia_code/aia/Aprs/rpilp_agent.asp:202,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Aprs/,rpilp_agent.asp,202,agia_code/aia/Aprs/rpilp_agent.asp,agia_code/aia/Aprs/rpilp_agent.asp:202,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Aprs/,rpilp_district.asp,126,agia_code/aia/Aprs/rpilp_district.asp,agia_code/aia/Aprs/rpilp_district.asp:126,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Aprs/,rpilp_district.asp,145,agia_code/aia/Aprs/rpilp_district.asp,agia_code/aia/Aprs/rpilp_district.asp:145,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Aprs/,rpilp_district.asp,145,agia_code/aia/Aprs/rpilp_district.asp,agia_code/aia/Aprs/rpilp_district.asp:145,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Aprs/,rpilp_district.asp,145,agia_code/aia/Aprs/rpilp_district.asp,agia_code/aia/Aprs/rpilp_district.asp:145,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Aprs/,rpilp_district.asp,207,agia_code/aia/Aprs/rpilp_district.asp,agia_code/aia/Aprs/rpilp_district.asp:207,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Aprs/,rpilp_district.asp,208,agia_code/aia/Aprs/rpilp_district.asp,agia_code/aia/Aprs/rpilp_district.asp:208,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Aprs/,rpilp_district.asp,208,agia_code/aia/Aprs/rpilp_district.asp,agia_code/aia/Aprs/rpilp_district.asp:208,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Aprs/,rpilp_district.asp,208,agia_code/aia/Aprs/rpilp_district.asp,agia_code/aia/Aprs/rpilp_district.asp:208,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Aprs/,rpilp_district.asp,209,agia_code/aia/Aprs/rpilp_district.asp,agia_code/aia/Aprs/rpilp_district.asp:209,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Aprs/,rpilp_district.asp,209,agia_code/aia/Aprs/rpilp_district.asp,agia_code/aia/Aprs/rpilp_district.asp:209,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Aprs/,rpilp_district.asp,210,agia_code/aia/Aprs/rpilp_district.asp,agia_code/aia/Aprs/rpilp_district.asp:210,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Aprs/,rpilp_district.asp,210,agia_code/aia/Aprs/rpilp_district.asp,agia_code/aia/Aprs/rpilp_district.asp:210,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Aprs/,rpilp_district.asp,223,agia_code/aia/Aprs/rpilp_district.asp,agia_code/aia/Aprs/rpilp_district.asp:223,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Aprs/,rpilp_district.asp,223,agia_code/aia/Aprs/rpilp_district.asp,agia_code/aia/Aprs/rpilp_district.asp:223,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Aprs/,rpilp_lapse_pol.asp,163,agia_code/aia/Aprs/rpilp_lapse_pol.asp,agia_code/aia/Aprs/rpilp_lapse_pol.asp:163,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Aprs/,rpilp_lapse_pol.asp,167,agia_code/aia/Aprs/rpilp_lapse_pol.asp,agia_code/aia/Aprs/rpilp_lapse_pol.asp:167,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Aprs/,rpilp_lapse_pol.asp,170,agia_code/aia/Aprs/rpilp_lapse_pol.asp,agia_code/aia/Aprs/rpilp_lapse_pol.asp:170,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Aprs/,rpilp_lapse_pol.asp,174,agia_code/aia/Aprs/rpilp_lapse_pol.asp,agia_code/aia/Aprs/rpilp_lapse_pol.asp:174,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Aprs/,rpilp_lapse_pol.asp,176,agia_code/aia/Aprs/rpilp_lapse_pol.asp,agia_code/aia/Aprs/rpilp_lapse_pol.asp:176,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Aprs/,rpilp_lapse_pol.asp,178,agia_code/aia/Aprs/rpilp_lapse_pol.asp,agia_code/aia/Aprs/rpilp_lapse_pol.asp:178,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Aprs/,rpilp_lapse_pol.asp,180,agia_code/aia/Aprs/rpilp_lapse_pol.asp,agia_code/aia/Aprs/rpilp_lapse_pol.asp:180,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Aprs/,rpilp_lapse_pol.asp,184,agia_code/aia/Aprs/rpilp_lapse_pol.asp,agia_code/aia/Aprs/rpilp_lapse_pol.asp:184,Yes,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Operation/SubStd/,showReport6.asp,101,agia_code/aia/Operation/SubStd/showReport6.asp,agia_code/aia/Operation/SubStd/showReport6.asp:101,No,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Operation/SubStd/,showReport6.asp,234,agia_code/aia/Operation/SubStd/showReport6.asp,agia_code/aia/Operation/SubStd/showReport6.asp:234,No,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Operation/SubStd/,showReport6.asp,237,agia_code/aia/Operation/SubStd/showReport6.asp,agia_code/aia/Operation/SubStd/showReport6.asp:237,No,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Operation/SubStd/,showReport6.asp,246,agia_code/aia/Operation/SubStd/showReport6.asp,agia_code/aia/Operation/SubStd/showReport6.asp:246,No,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Operation/SubStd/,showReport6.asp,250,agia_code/aia/Operation/SubStd/showReport6.asp,agia_code/aia/Operation/SubStd/showReport6.asp:250,No,Batch 3,,Fuad Najibullah
Improper Neutralization of Script-Related HTML Tags in a Web Page (Basic XSS),agia_code/aia/Operation/SubStd/,showReport7.asp,101,agia_code/aia/Operation/SubStd/showReport7.asp,agia_code/aia/Operation/SubStd/showReport7.asp:101,No,Batch 3,,Fuad Najibullah
